transaction_id,amount,transaction_type,merchant_risk_score,account_age_days,transactions_last_24h,failed_attempts_24h,device_trust_score,location_mismatch,international,hour,distance_from_home_km,previous_chargebacks,is_fraud
TXN100854,196.09,Bank Transfer,0.985,284,5,0,0.43,1,1,7,52.33,0,1
TXN100855,150.5,Online,0.436,906,2,0,0.151,0,0,19,30.76,0,0
TXN100856,207.8,Online,0.897,255,7,2,0.604,0,0,23,32.19,0,1
TXN100857,227.0,POS,0.978,3397,4,0,0.329,0,0,0,5.31,0,1
TXN100858,21.39,Online,0.536,2364,0,1,0.739,0,0,1,68.5,0,0
TXN100859,289.04,POS,0.73,2268,4,0,0.456,0,0,9,12.77,0,0
TXN100860,55.59,POS,0.572,1912,1,1,0.558,0,1,9,17.83,0,0
TXN100861,35.08,ATM,0.092,1480,1,0,0.605,0,0,8,21.81,0,0
TXN100862,139.99,POS,0.952,649,2,2,0.75,0,1,23,45.32,0,0
TXN100863,161.42,Online,0.457,2677,3,0,0.831,0,0,7,24.48,0,0
TXN100864,74.18,POS,0.894,507,1,0,0.191,0,0,5,4.14,0,0
TXN100865,340.71,Online,0.656,780,2,0,0.184,0,0,4,34.53,0,0
TXN100866,38.78,ATM,0.105,3566,3,2,0.245,1,1,13,36.14,0,0
TXN100867,98.8,POS,0.417,360,5,1,0.692,1,1,21,31.4,0,0
TXN100868,82.69,Online,0.196,3472,1,0,0.326,0,0,13,10.94,0,0
TXN100869,141.66,Online,0.17,346,5,1,0.796,1,0,12,20.61,0,0
TXN100870,196.15,Bank Transfer,0.715,1791,1,0,0.446,0,0,20,,0,0
TXN100871,54.17,POS,0.03,2139,2,1,0.478,0,0,15,3.06,0,0
TXN100872,306.21,ATM,0.966,441,5,0,0.603,0,0,2,41.86,0,0
TXN100873,158.06,Online,0.45,3247,3,0,0.655,0,0,0,36.64,0,0
TXN100874,22.38,Online,0.49,3495,8,0,0.116,0,0,1,25.27,0,0
TXN100875,20.93,POS,0.299,836,3,1,0.473,0,0,16,19.63,1,0
TXN100876,146.6,Online,0.086,832,3,0,0.835,0,1,3,25.42,0,1
TXN100877,118.99,Online,0.588,2781,5,1,0.649,0,0,1,3.41,0,0
TXN100878,133.83,POS,0.345,1375,4,0,0.347,0,0,7,28.23,0,0
TXN100879,144.32,Online,0.624,166,5,3,0.937,0,0,17,11.14,0,0
TXN100880,185.97,Online,0.556,2745,1,0,0.972,0,0,20,4.27,0,1
TXN100881,382.85,Online,0.217,1309,4,1,0.519,0,0,15,37.42,0,0
TXN100882,48.86,POS,0.462,1503,4,1,0.412,0,0,8,22.34,0,0
TXN100883,45.97,POS,0.308,2396,2,1,0.886,0,1,2,47.34,0,0
TXN100884,49.73,Online,0.24,2119,5,1,0.354,0,0,0,23.83,1,0
TXN100885,198.13,Online,0.77,3021,4,0,0.755,0,0,3,66.85,0,0
TXN100886,515.4,Bank Transfer,,2918,3,2,0.718,0,0,15,72.06,0,1
TXN100887,96.41,Online,0.269,3444,2,0,0.671,0,0,13,27.25,0,0
TXN100888,12.16,Online,0.531,3353,7,2,0.245,1,0,11,59.46,0,0
TXN100889,27.0,POS,0.476,2319,1,1,0.258,0,1,14,0.28,0,0
TXN100890,64.52,Bank Transfer,0.94,2044,5,0,0.449,0,0,21,21.1,1,1
TXN100891,84.97,POS,0.844,1704,3,0,0.588,0,0,5,44.16,0,0
TXN100892,98.65,POS,0.752,2435,3,0,0.428,0,0,13,28.84,0,0
TXN100893,154.25,POS,0.514,249,1,0,0.759,1,0,6,9.61,1,0
TXN100894,108.66,POS,0.429,1486,5,0,0.35,0,0,5,2.58,0,0
TXN100895,423.83,ATM,0.037,1027,3,0,0.646,0,1,23,41.44,0,0
TXN100896,75.49,POS,0.822,2044,2,1,0.321,0,0,18,62.94,1,0
TXN100897,62.66,POS,0.431,3371,0,0,0.497,0,0,15,7.42,0,0
TXN100898,239.58,POS,0.321,1771,3,1,0.483,1,0,20,39.59,0,0
TXN100899,31.96,Bank Transfer,0.607,2140,3,1,0.559,0,0,8,49.21,0,0
TXN100900,219.14,ATM,0.754,1487,6,1,0.778,0,0,6,29.62,0,1
TXN100901,164.44,Bank Transfer,0.523,1270,3,0,0.407,0,0,1,41.89,0,1
TXN100902,128.07,Bank Transfer,0.15,2495,4,1,0.68,0,0,14,27.4,2,0
TXN100903,726.53,Bank Transfer,0.922,930,3,1,0.907,0,0,14,19.46,0,0
TXN100904,79.66,Online,0.113,3212,4,0,0.382,0,0,9,14.71,0,0
TXN100905,1164.79,POS,0.97,441,3,1,0.563,0,0,15,30.22,0,0
TXN100906,118.46,POS,0.442,834,4,1,0.372,0,0,2,55.05,0,0
TXN100907,41.39,POS,0.947,2750,2,0,0.847,0,0,16,48.31,0,0
TXN100908,159.16,Online,0.915,329,2,0,0.361,0,0,13,48.57,0,0
TXN100909,50.59,POS,0.406,1522,2,0,0.987,0,0,5,18.61,0,1
TXN100910,69.98,POS,0.8,1397,3,0,0.16,0,0,14,55.22,0,0
TXN100911,220.75,Online,0.09,3420,5,0,0.905,0,0,8,6.09,1,0
TXN100912,258.68,POS,0.083,604,2,0,0.822,0,0,7,22.64,0,0
TXN100913,79.67,POS,0.356,1674,3,0,0.239,0,0,10,74.07,0,0
TXN100914,398.38,POS,0.61,1693,5,1,0.7,0,0,14,8.36,0,0
TXN100915,472.25,Online,0.009,2992,1,0,0.133,1,0,5,38.38,0,0
TXN100916,624.09,POS,0.515,1988,3,1,0.149,0,0,10,20.34,0,0
TXN100917,252.0,POS,0.976,501,4,0,0.611,0,0,16,37.64,0,0
TXN100918,580.23,POS,0.858,3181,7,0,0.628,1,1,11,4.63,0,1
TXN100919,22.63,ATM,0.232,576,2,0,0.379,0,0,8,24.91,0,0
TXN100920,108.0,POS,0.528,2545,2,1,0.884,0,0,22,9.09,0,0
TXN100921,62.36,POS,0.171,1019,2,0,0.645,0,0,7,22.26,0,0
TXN100922,167.21,Bank Transfer,0.263,471,4,0,0.679,0,0,21,54.12,0,0
TXN100923,83.81,Bank Transfer,0.923,722,4,0,0.647,0,0,13,22.28,0,0
TXN100924,125.69,POS,0.998,3447,3,0,0.464,0,0,1,23.68,0,0
TXN100925,974.74,POS,0.243,3565,3,1,0.162,0,0,4,47.94,0,1
TXN100926,125.25,POS,0.212,2202,2,0,0.608,1,0,11,63.19,0,0
TXN100927,224.48,Online,0.384,2955,2,2,0.842,0,1,18,17.29,1,0
TXN100928,117.65,POS,0.446,3298,3,0,0.916,0,0,16,12.47,0,0
TXN100929,160.09,Bank Transfer,0.089,1291,1,1,0.222,0,0,19,74.47,0,0
TXN100930,149.31,ATM,0.148,2772,1,0,0.76,0,0,1,12.4,0,0
TXN100931,232.37,Online,0.425,1911,4,0,0.289,0,0,19,44.58,0,0
TXN100932,475.95,POS,0.235,656,4,0,0.287,0,0,14,5.81,0,0
TXN100933,770.77,Bank Transfer,0.845,1960,4,0,0.158,0,0,5,19.76,0,0
TXN100934,202.27,ATM,0.752,196,2,0,0.975,0,0,8,28.18,0,0
TXN100935,267.61,ATM,0.536,2228,5,0,0.773,0,0,5,27.37,0,1
TXN100936,46.95,POS,0.433,971,1,0,0.405,0,0,11,17.08,0,0
TXN100937,135.93,Online,0.831,405,7,1,0.87,0,0,1,12.45,0,0
TXN100938,380.04,ATM,0.166,2583,4,0,0.231,0,1,6,60.88,0,1
TXN100939,352.82,Bank Transfer,0.887,1293,0,0,0.407,0,0,1,6.92,0,1
TXN100940,183.39,Online,0.049,1648,1,0,0.144,1,1,19,22.99,0,1
TXN100941,360.1,Online,0.923,341,3,0,0.493,0,0,11,29.28,1,0
TXN100942,242.44,Online,0.139,319,2,0,0.329,0,0,19,47.3,0,0
TXN100943,492.9,Online,0.812,3357,3,0,0.991,0,0,21,19.16,0,1
TXN100944,198.22,Bank Transfer,0.018,2201,3,0,0.271,0,0,2,18.42,0,0
TXN100945,103.99,Online,0.815,1490,4,0,0.254,0,0,14,65.61,0,0
TXN100946,207.65,POS,0.584,2440,1,1,0.143,1,0,22,18.62,1,1
TXN100947,7.92,POS,0.019,2661,2,1,0.554,0,0,15,57.82,0,0
TXN100948,217.65,Online,0.774,441,6,0,0.171,0,0,0,11.97,0,1
TXN100949,3.86,Bank Transfer,0.102,3363,2,0,0.787,0,0,0,11.16,0,0
TXN100950,26.48,POS,0.54,2403,2,0,0.476,0,0,1,15.53,0,0
TXN100951,233.17,Online,0.332,1150,7,0,0.994,0,0,8,48.37,0,0
TXN100952,239.25,Bank Transfer,0.759,1002,4,1,0.163,0,0,18,43.28,1,0
TXN100953,46.41,Online,0.853,348,5,2,0.499,0,0,19,75.58,0,0
TXN100954,72.81,POS,0.464,958,3,0,0.974,1,0,15,70.93,0,0
TXN100955,584.37,POS,0.758,1247,2,2,0.487,0,0,12,19.14,1,0
TXN100956,91.47,Online,0.917,801,4,2,0.412,1,0,17,22.41,0,1
TXN100957,1398.17,POS,0.689,2458,2,0,0.223,0,0,9,19.78,0,0
TXN100958,148.13,Online,0.322,944,1,0,0.645,0,0,12,3.82,0,0
TXN100959,223.19,Online,0.463,1839,3,0,0.382,0,0,8,32.78,0,0
TXN100960,747.6,Online,0.23,2052,7,1,0.615,0,0,2,35.71,0,0
TXN100961,169.19,Online,0.458,301,0,1,0.929,0,0,2,7.12,0,0
TXN100962,54.47,POS,0.246,640,2,0,0.618,0,0,2,31.28,0,0
TXN100963,132.99,POS,0.807,284,4,2,0.156,0,0,2,3.95,1,1
TXN100964,143.22,POS,0.61,2530,8,1,0.544,0,0,12,17.13,0,0
TXN100965,37.91,POS,0.633,2562,4,0,0.736,0,0,9,30.32,0,0
TXN100966,114.91,ATM,0.11,498,3,0,0.639,0,1,13,12.51,0,0
TXN100967,70.65,POS,0.001,2696,3,0,0.222,0,0,8,5.76,0,0
TXN100968,374.04,Online,0.789,2966,5,1,0.484,0,0,6,14.09,0,0
TXN100969,153.64,POS,0.542,426,3,1,0.578,0,0,8,62.05,0,0
TXN100970,111.86,POS,0.932,453,5,0,0.447,0,1,4,24.79,0,0
TXN100971,133.46,POS,0.537,2906,1,0,0.931,0,0,20,11.48,0,0
TXN100972,185.51,Online,0.215,1147,4,0,0.986,0,0,16,29.8,0,0
TXN100973,275.01,Online,0.698,1280,2,0,0.785,0,0,23,7.04,0,0
TXN100974,54.61,ATM,0.701,2160,2,0,0.929,0,0,8,41.17,0,0
TXN100975,52.37,POS,0.066,276,4,0,0.944,0,1,5,15.6,0,0
TXN100976,447.95,Online,0.694,1614,7,2,0.414,0,0,14,58.83,0,0
TXN100977,98.26,ATM,0.213,1238,3,1,0.407,0,0,8,68.89,0,0
TXN100978,35.99,POS,0.255,3008,4,0,0.137,0,0,23,23.06,0,0
TXN100979,231.32,POS,0.031,2674,4,2,0.295,0,1,5,27.75,0,1
TXN100980,235.89,POS,0.627,1067,2,0,0.239,0,0,4,39.41,0,0
TXN100981,32.11,POS,0.732,2403,2,1,0.251,0,1,10,53.29,1,1
TXN100982,186.7,Bank Transfer,0.23,1488,4,0,0.243,0,0,15,33.56,0,0
TXN100983,309.69,POS,0.793,1772,2,0,0.403,0,0,10,49.21,1,0
TXN100984,215.81,Online,0.762,2691,7,0,0.685,0,0,14,40.09,0,0
TXN100985,279.21,ATM,0.41,1042,5,0,0.877,0,0,22,23.84,0,0
TXN100986,36.44,POS,0.068,2122,3,0,0.264,0,0,12,12.94,0,0
TXN100987,206.65,Online,0.28,1542,4,0,0.685,0,0,2,30.45,0,0
TXN100988,109.66,POS,0.165,2383,1,0,0.564,0,0,17,31.64,0,0
TXN100989,91.58,Online,0.959,1411,1,0,0.682,0,0,6,21.31,1,0
TXN100990,354.45,POS,0.818,3415,4,0,0.106,0,0,18,,0,0
TXN100991,651.5,POS,0.078,1441,3,1,0.858,0,0,4,7.41,0,0
TXN100992,892.81,POS,0.513,426,3,0,0.452,0,0,2,53.2,0,0
TXN100993,552.7,Online,0.267,1802,4,1,0.806,1,0,21,34.22,0,0
TXN100994,132.99,Online,0.032,894,4,1,0.407,0,0,4,12.61,0,0
TXN100995,211.18,ATM,0.322,1678,6,0,0.966,0,0,18,37.35,0,0
TXN100996,319.52,POS,0.128,3362,2,0,0.706,0,0,0,35.78,0,0
TXN100997,167.53,Bank Transfer,0.223,400,1,1,0.935,0,0,13,74.85,0,0
TXN100998,169.15,POS,0.327,184,2,0,0.473,0,0,23,28.12,0,0
TXN100999,338.24,ATM,0.409,1080,2,0,0.367,0,0,1,87.17,0,0
TXN101000,139.87,ATM,0.468,1607,4,1,0.508,0,0,13,13.15,0,0
TXN101001,71.57,Online,0.52,497,2,0,0.229,0,0,22,24.15,0,1
TXN101002,98.05,Online,0.37,2549,4,0,0.299,0,0,11,26.97,0,0
TXN101003,279.75,ATM,0.498,2209,3,0,0.44,0,0,14,55.61,0,0
TXN101004,148.86,ATM,0.418,2570,3,0,0.405,0,0,17,20.41,0,0
TXN101005,208.56,POS,0.964,1560,4,0,0.138,0,0,23,24.2,0,1
TXN101006,290.06,ATM,0.068,3398,4,1,0.293,0,0,10,23.9,0,0
TXN101007,102.02,POS,0.586,2462,4,1,0.655,0,0,16,19.56,0,0
TXN101008,316.16,Online,0.194,3362,1,0,0.907,0,1,23,6.1,0,1
TXN101009,216.77,Online,0.375,347,5,0,0.279,0,0,22,4.02,0,1
TXN101010,43.17,ATM,0.546,2445,2,0,0.291,0,0,13,56.95,0,0
TXN101011,627.85,Online,0.76,1278,4,0,,0,0,4,12.91,0,0
TXN101012,89.95,POS,0.978,728,2,2,0.674,0,0,8,15.74,0,0
TXN101013,28.36,Online,0.494,682,2,0,0.898,0,0,22,19.72,0,0
TXN101014,52.19,POS,0.257,741,1,1,0.231,0,0,16,30.28,0,0
TXN101015,53.46,Online,0.792,363,1,2,0.912,0,1,9,29.18,0,0
TXN101016,156.36,Online,0.222,1675,4,0,0.35,1,0,13,20.14,0,0
TXN101017,112.86,ATM,0.508,2829,3,0,0.348,0,0,5,49.03,0,0
TXN101018,105.97,POS,0.847,1707,2,0,0.479,0,0,17,9.8,1,0
TXN101019,275.81,POS,0.404,503,2,1,0.966,0,1,9,26.61,0,0
TXN101020,208.49,Online,0.557,2589,1,0,0.193,0,1,16,21.98,0,1
TXN101021,203.58,POS,0.12,663,5,0,0.659,0,0,17,81.38,1,0
TXN101022,223.59,POS,0.056,3175,5,0,0.865,0,0,15,17.49,0,0
TXN101023,274.83,POS,0.986,1357,1,0,0.951,0,0,11,61.64,0,0
TXN101024,18.03,Online,0.179,34,2,1,0.793,0,0,7,25.82,1,0
TXN101025,103.09,POS,0.336,1089,1,0,0.157,0,0,0,17.35,0,0
TXN101026,16.77,Online,0.505,3043,2,1,0.839,0,0,7,38.64,0,0
TXN101027,153.86,Bank Transfer,0.374,3359,6,0,0.8,0,0,3,25.35,0,0
TXN101028,147.73,Online,0.097,1557,4,1,0.952,0,0,20,19.15,0,0
TXN101029,422.22,POS,0.197,3608,2,1,0.262,0,0,14,22.13,0,0
TXN101030,486.69,POS,0.493,869,1,0,0.552,0,0,8,8.75,0,0
TXN101031,181.78,POS,0.439,1559,3,0,0.456,0,1,10,49.8,1,0
TXN101032,89.98,Online,0.798,1689,2,0,0.724,0,0,10,12.35,0,1
TXN101033,241.09,Online,0.312,758,5,0,0.245,0,0,6,38.13,0,1
TXN101034,87.54,POS,0.94,1416,5,0,0.138,0,0,16,42.96,0,0
TXN101035,148.21,POS,0.283,1833,5,0,0.384,0,0,0,19.69,1,0
TXN101036,397.87,POS,0.331,2562,1,1,0.75,0,0,12,39.2,0,0
TXN101037,84.96,POS,0.949,1824,1,0,0.675,0,0,2,24.44,0,0
TXN101038,332.18,Bank Transfer,0.84,404,0,0,0.368,0,0,11,22.03,0,0
TXN101039,292.19,POS,0.317,1717,4,0,0.635,0,0,13,5.78,0,0
TXN101040,57.12,POS,0.395,3101,1,1,0.578,0,0,23,12.97,0,0
TXN101041,393.03,POS,0.842,103,3,1,0.381,0,0,12,14.86,0,0
TXN101042,298.44,POS,0.086,3643,5,1,0.118,0,1,20,40.95,0,0
TXN101043,164.34,POS,0.295,494,6,2,0.554,0,0,10,36.27,0,0
TXN101044,69.25,Online,0.532,62,5,1,0.108,0,0,17,55.01,1,0
TXN101045,62.85,POS,0.829,540,2,0,0.737,0,0,7,26.9,0,0
TXN101046,86.69,POS,0.565,935,1,0,0.293,0,0,8,7.77,1,0
TXN101047,255.34,Online,0.49,1303,0,0,0.385,1,0,2,23.29,0,0
TXN101048,57.08,Online,0.962,3033,4,2,0.201,0,1,10,33.06,0,1
TXN101049,229.87,POS,0.116,2132,3,0,,0,0,17,69.51,0,1
TXN101050,42.87,Bank Transfer,0.78,2342,6,0,0.204,0,0,12,3.21,0,0
TXN101051,121.02,POS,0.127,3207,3,0,0.495,1,0,13,53.11,0,0
TXN101052,165.61,Bank Transfer,0.733,506,6,2,0.699,0,0,14,19.21,0,0
TXN101053,1711.51,Bank Transfer,0.543,838,3,1,0.973,0,0,0,29.49,0,0
TXN101054,37.44,Online,0.265,3534,7,1,0.561,0,0,22,46.96,0,0
TXN101055,646.79,POS,0.543,2821,0,0,0.305,0,1,22,14.61,0,1
TXN101056,172.4,ATM,0.879,244,2,0,0.717,0,0,12,10.0,0,0
TXN101057,223.89,POS,0.472,848,3,0,0.376,0,1,0,19.2,0,1
TXN101058,167.06,POS,0.007,1382,2,0,0.35,0,0,3,78.52,0,0
TXN101059,231.53,Online,0.057,148,7,0,0.671,0,0,21,9.9,1,0
TXN101060,127.27,Online,0.633,2140,2,0,0.153,0,1,17,6.64,0,1
TXN101061,635.27,ATM,0.678,2382,2,0,0.45,0,1,18,1.76,0,0
TXN101062,94.02,ATM,0.402,1245,2,0,0.431,0,0,9,19.59,0,0
TXN101063,460.46,Bank Transfer,0.243,806,5,0,0.238,0,0,15,28.75,0,0
TXN101064,77.92,ATM,0.716,1570,1,0,0.646,0,0,2,47.74,0,0
TXN101065,139.74,Online,0.304,3359,2,0,0.795,0,0,16,22.07,1,0
TXN101066,50.81,Online,0.074,2631,3,0,0.376,0,0,22,12.22,0,0
TXN101067,233.93,Bank Transfer,0.41,3408,1,0,0.436,1,0,13,14.91,0,0
TXN101068,629.63,Bank Transfer,0.539,2031,6,0,0.442,0,0,11,23.04,0,0
TXN101069,137.37,ATM,0.966,410,2,0,0.624,0,1,23,35.05,0,1
TXN101070,121.89,ATM,0.592,246,5,0,0.79,0,0,0,17.7,0,0
TXN101071,48.69,Online,0.208,734,4,0,0.23,0,1,2,43.9,1,0
TXN101072,118.0,POS,0.832,1916,4,0,0.114,0,0,21,9.93,0,0
TXN101073,30.18,Bank Transfer,,791,0,1,0.768,0,0,15,4.41,1,0
TXN101074,59.57,POS,0.959,1178,3,0,0.409,1,0,11,27.3,0,1
TXN101075,186.19,POS,0.325,3329,4,0,0.571,1,1,7,41.72,0,1
TXN101076,555.03,Online,0.91,187,7,0,0.697,0,0,2,4.36,0,1
TXN101077,2463.19,Online,,312,4,0,0.994,0,0,22,130.79,0,0
TXN101078,82.55,Online,0.864,1440,4,0,0.788,0,0,1,32.61,0,0
TXN101079,623.47,POS,0.039,2749,1,0,0.394,0,0,8,34.96,0,0
TXN101080,189.38,POS,0.85,3011,2,0,0.266,0,0,3,33.95,0,0
TXN101081,127.58,POS,0.721,1071,2,0,0.585,0,0,2,18.77,0,1
TXN101082,228.74,POS,0.334,1082,8,0,0.55,0,1,3,25.52,0,1
TXN101083,157.89,POS,0.49,2138,5,0,0.211,0,0,16,21.85,0,0
TXN101084,165.74,Online,0.64,3164,3,0,0.512,0,0,3,29.06,0,1
TXN101085,98.66,POS,0.944,671,1,0,0.968,0,0,22,15.29,0,0
TXN101086,36.67,POS,0.78,3260,2,1,0.586,0,0,11,41.94,0,0
TXN101087,31.7,POS,0.429,2949,4,0,0.992,0,0,12,22.69,0,0
TXN101088,285.22,Online,0.645,999,7,0,0.277,1,0,11,42.51,1,0
TXN101089,112.54,ATM,0.186,2458,6,0,0.616,1,0,3,24.55,1,0
TXN101090,81.77,POS,0.424,2306,3,1,0.189,1,0,8,7.76,0,1
TXN101091,149.68,POS,0.791,106,2,0,0.769,0,1,5,75.83,0,1
TXN101092,328.63,Online,0.607,1484,6,0,0.363,0,0,20,6.18,1,0
TXN101093,177.75,POS,0.783,888,3,0,0.963,0,0,23,28.76,1,0
TXN101094,77.01,ATM,0.51,276,3,1,0.123,0,0,23,7.19,0,0
TXN101095,505.88,Bank Transfer,0.38,1718,5,0,0.608,0,0,12,59.5,0,0
TXN101096,719.95,Online,0.743,2573,2,0,0.733,0,0,15,49.39,0,0
TXN101097,243.36,Bank Transfer,0.094,1952,4,0,0.488,0,0,3,22.96,2,0
TXN101098,392.94,Online,0.979,351,7,1,0.969,0,0,5,12.02,0,0
TXN101099,513.86,Online,0.948,3024,4,1,0.37,0,1,23,10.44,0,1
TXN101100,459.48,POS,0.88,284,4,0,0.121,1,0,19,34.7,0,1
TXN101101,274.27,POS,0.884,1430,2,0,0.716,0,1,11,12.13,0,0
TXN101102,269.98,POS,0.511,2087,5,0,0.563,0,0,23,38.39,0,1
TXN101103,249.55,Online,0.498,3385,1,0,0.648,0,1,11,49.2,0,0
TXN101104,49.53,Online,0.82,2759,2,0,0.597,0,0,1,18.55,0,0
TXN101105,299.08,POS,0.283,731,2,0,0.748,0,0,9,5.52,0,0
TXN101106,38.25,Online,0.85,1578,4,0,0.526,0,0,17,23.79,0,0
TXN101107,67.05,POS,0.201,3134,4,0,0.161,0,0,12,56.5,0,0
TXN101108,546.52,POS,0.879,926,1,0,0.152,0,0,23,38.7,0,1
TXN101109,343.86,POS,0.541,3303,3,0,0.127,0,0,21,48.51,1,1
TXN101110,656.81,Online,0.843,1961,2,0,0.968,0,0,10,13.92,0,0
TXN101111,113.11,Online,0.493,2298,4,0,0.961,0,1,20,90.16,0,0
TXN101112,46.89,ATM,0.608,2429,4,0,0.45,0,0,22,17.8,0,0
TXN101113,116.69,POS,0.927,3532,3,0,0.704,0,0,9,30.8,0,0
TXN101114,164.36,Online,,2519,4,1,0.148,0,0,23,12.98,0,1
TXN101115,160.61,Bank Transfer,0.22,1516,4,1,0.736,0,0,11,41.79,0,0
TXN101116,461.13,POS,0.091,2165,2,1,0.511,1,1,8,17.17,0,0
TXN101117,103.41,Online,0.59,2561,4,1,0.549,1,0,9,10.27,0,0
TXN101118,211.04,POS,0.611,2194,4,0,0.191,0,0,3,,0,0
TXN101119,55.22,POS,0.621,66,1,1,0.452,0,0,12,45.98,0,0
TXN101120,232.83,Online,0.037,3294,2,1,0.264,0,0,3,38.93,0,0
TXN101121,148.88,POS,0.027,1024,1,0,0.106,1,0,13,5.3,0,0
TXN101122,70.12,Online,0.895,2386,4,0,0.472,0,1,21,8.29,0,1
TXN101123,117.23,Bank Transfer,0.696,2080,2,1,0.194,0,0,3,62.04,0,0
TXN101124,123.45,POS,0.113,464,5,0,0.267,0,0,15,13.48,0,0
TXN101125,113.28,POS,0.075,3200,2,0,0.377,0,0,23,133.59,0,0
TXN101126,872.48,ATM,0.162,331,4,1,0.508,0,0,19,12.81,0,0
TXN101127,134.5,Online,0.807,3479,2,0,0.317,1,0,20,41.49,0,1
TXN101128,116.29,Bank Transfer,0.723,3366,1,0,0.957,0,0,16,7.49,1,0
TXN101129,18.22,POS,0.639,2127,2,0,0.927,0,1,9,37.91,0,0
TXN101130,60.69,Online,0.641,3484,0,0,0.324,0,0,9,20.77,0,0
TXN101131,114.08,Bank Transfer,0.859,3128,6,0,0.504,0,0,7,25.09,0,0
TXN101132,74.75,POS,0.333,3287,2,0,0.647,0,0,11,90.59,0,1
TXN101133,590.94,ATM,0.322,2923,5,0,0.268,0,0,5,17.19,0,0
TXN101134,125.85,Online,0.425,3393,1,1,0.665,0,0,0,63.54,0,1
TXN101135,538.32,ATM,0.99,2830,2,1,0.478,0,0,6,32.61,0,1
TXN101136,157.86,POS,0.555,3216,6,0,0.128,0,0,10,20.76,0,0
TXN101137,154.04,Online,0.547,433,4,1,0.331,1,0,7,9.9,0,0
TXN101138,135.8,POS,0.81,1575,2,0,0.265,0,0,19,7.76,0,0
TXN101139,148.98,Bank Transfer,0.178,1762,2,0,0.841,0,0,18,8.44,1,0
TXN101140,827.82,POS,0.405,3322,6,0,0.548,0,0,6,3.42,0,0
TXN101141,14.59,POS,0.641,1790,4,2,0.262,0,0,7,57.64,0,0
TXN101142,20.05,Bank Transfer,0.988,1622,3,0,0.612,1,0,14,12.21,0,0
TXN101143,86.21,POS,0.154,2880,2,2,0.493,0,0,2,33.53,0,0
TXN101144,150.59,Online,0.452,2383,2,0,0.485,0,0,19,8.27,0,0
TXN101145,295.92,POS,0.906,2151,9,0,0.281,1,1,16,89.47,0,1
TXN101146,238.19,Online,0.726,3337,5,1,0.675,0,0,3,33.92,0,0
TXN101147,101.06,POS,0.614,2997,1,0,0.838,0,0,20,27.47,1,0
TXN101148,411.19,Online,0.257,2604,2,0,0.537,0,0,0,40.17,0,0
TXN101149,415.8,Online,0.187,3492,2,0,0.234,1,0,6,5.77,0,0
TXN101150,178.41,POS,0.374,204,1,0,0.335,1,0,13,1.97,2,0
TXN101151,388.64,POS,0.255,2037,2,0,0.383,0,1,18,40.49,0,0
TXN101152,194.93,POS,0.808,142,1,0,0.895,0,0,7,7.22,0,0
TXN101153,84.65,Online,0.721,2895,4,0,0.661,0,0,7,35.04,1,0
TXN101154,298.22,POS,0.835,490,5,2,0.934,0,0,10,89.82,0,0
TXN101155,165.77,POS,0.171,2059,2,0,0.39,0,0,10,23.23,0,0
TXN101156,148.61,POS,0.31,2862,4,0,0.886,0,0,15,4.78,0,0
TXN101157,647.39,Online,0.769,2295,1,0,0.813,0,0,9,3.95,0,0
TXN101158,12.8,Online,0.164,242,2,1,0.954,0,0,0,12.47,0,0
TXN101159,35.96,Online,0.146,1753,5,0,0.318,0,1,6,24.33,0,0
TXN101160,45.28,Bank Transfer,0.383,2852,5,2,0.952,0,0,15,20.46,0,0
TXN101161,103.21,Online,0.186,3503,4,0,0.693,0,0,1,32.92,0,0
TXN101162,115.05,ATM,0.079,3281,1,1,0.761,1,0,22,9.86,1,0
TXN101163,32.87,Online,0.313,2989,5,1,0.267,0,0,18,24.7,0,0
TXN101164,55.41,POS,0.876,1141,5,0,0.294,0,1,6,26.98,0,0
TXN101165,62.75,Bank Transfer,0.057,2752,1,0,0.995,0,0,18,5.7,0,0
TXN101166,1732.68,ATM,0.566,634,0,0,0.806,0,0,7,14.97,0,0
TXN101167,899.41,Online,0.563,1223,5,0,0.9,0,0,5,30.63,0,0
TXN101168,98.32,POS,0.531,1055,3,0,0.336,0,0,5,10.12,0,0
TXN101169,103.17,POS,0.506,1787,3,0,0.546,0,0,16,43.48,0,0
TXN101170,47.03,Online,0.017,3198,2,0,,0,0,15,50.57,0,0
TXN101171,22.02,Online,0.047,3153,2,0,0.34,0,0,3,5.14,0,0
TXN101172,132.04,Online,0.511,3261,3,0,0.23,0,1,6,19.72,0,0
TXN101173,54.72,POS,0.968,3419,3,2,0.267,0,0,0,10.53,0,0
TXN101174,136.34,Online,0.408,131,3,0,0.387,0,0,22,16.26,0,0
TXN101175,29.96,POS,0.472,3641,2,0,0.48,0,0,10,19.42,0,0
TXN101176,69.27,POS,0.982,3206,1,0,0.117,0,0,16,13.48,0,1
TXN101177,172.19,POS,0.779,2688,2,0,0.529,0,0,15,22.61,0,0
TXN101178,214.05,ATM,0.77,321,2,2,0.576,0,1,12,17.33,0,0
TXN101179,225.31,Online,0.505,2675,3,0,0.528,0,0,6,13.85,0,0
TXN101180,39.63,Bank Transfer,0.898,2475,4,1,0.633,0,0,20,32.47,0,0
TXN101181,348.87,ATM,0.581,369,3,0,0.181,0,0,18,37.64,0,1
